iso_country,iata_code,gps_code,timezone
MH,UTK,K03N,Pacific/Kwajalein
US,OCA,07FA,America/New_York
US,CSE,0CO2,America/Denver
US,JCY,0TE7,America/Chicago
US,PMX,13MA,America/New_York
US,WLR,13Z,America/Sitka
US,NUP,PPIT,America/Nome
US,PTC,16K,America/Juneau
US,ICY,19AK,America/Anchorage
US,PPV,19P,America/Metlakatla
US,KKK,1KC,America/Anchorage
US,MHS,KMHS,America/Los_Angeles
US,LVD,2AK,America/Anchorage
US,HGZ,2AK6,America/Anchorage
US,OTN,I20,America/Indiana/Vincennes
US,TLF,2K5,America/Anchorage
US,BZT,2TE0,America/Chicago
US,FAK,2Z6,America/Sitka
US,BYW,38WA,America/Los_Angeles
US,DRF,3AK5,America/Anchorage
US,BDF,3IS8,America/Chicago
US,VRS,3VS,America/Chicago
US,GDH,3Z8,America/Anchorage
US,LIV,4AK,America/Anchorage
US,PDB,4K0,America/Anchorage
US,TNK,4KA,America/Nome
US,EVA,4TE8,America/Chicago
US,TKI,57A,America/Metlakatla
US,WKK,5A8,America/Anchorage
US,BKF,5Z9,America/Anchorage
US,BCS,65LA,America/Chicago
US,SPQ,6CA3,America/Los_Angeles
US,TSS,6N5,America/New_York
US,BWL,6OK6,America/Chicago
US,WYB,78K,America/Sitka
US,CWS,78WA,America/Los_Angeles
US,TEK,PAKA,America/Anchorage
US,DUF,7NC2,America/New_York
US,SSW,7WA5,America/Los_Angeles
US,FOB,82CL,America/Los_Angeles
US,PUL,83Q,America/Los_Angeles
US,CCD,84CL,America/Los_Angeles
US,WMK,84K,America/Juneau
US,AXB,89NY,America/New_York
US,REE,8XS8,America/Chicago
US,WDN,90WA,America/Los_Angeles
US,CHU,PACH,America/Anchorage
US,PSQ,9N2,America/New_York
US,SGW,A23,America/Juneau
US,WTL,A61,America/Nome
US,TWA,A63,America/Anchorage
US,KCQ,A79,America/Anchorage
PG,ADC,AYAN,Pacific/Port_Moresby
ES,AEI,LEAG,Europe/Madrid
PG,AEK,AYAX,Pacific/Port_Moresby
AF,URZ,OARG,Asia/Kabul
AF,OLR,OASL,Asia/Kabul
PG,AFR,AYAF,Pacific/Port_Moresby
SB,AFT,AGAF,Pacific/Guadalcanal
SB,RNA,AGAR,Pacific/Guadalcanal
SB,ATD,AGAT,Pacific/Guadalcanal
SB,VEV,AGBA,Pacific/Guadalcanal
SB,GEF,AGEV,Pacific/Guadalcanal
SB,AKS,AGGA,Pacific/Guadalcanal
SB,BNY,AGGB,Pacific/Guadalcanal
SB,CHY,AGGC,Pacific/Guadalcanal
SB,BAS,AGGE,Pacific/Guadalcanal
SB,FRE,AGGF,Pacific/Guadalcanal
SB,HIR,AGGH,Pacific/Guadalcanal
SB,MBU,AGGI,Pacific/Guadalcanal
SB,AVU,AGGJ,Pacific/Guadalcanal
SB,IRA,AGGK,Pacific/Guadalcanal
SB,SCZ,AGGL,Pacific/Guadalcanal
SB,MUA,AGGM,Pacific/Guadalcanal
SB,GZO,AGGN,Pacific/Guadalcanal
SB,MNY,AGGO,Pacific/Guadalcanal
SB,PRS,AGGP,Pacific/Guadalcanal
SB,OTV,AGGQ,Pacific/Guadalcanal
SB,RNL,AGGR,Pacific/Guadalcanal
SB,EGM,AGGS,Pacific/Guadalcanal
SB,NNB,AGGT,Pacific/Guadalcanal
SB,RUS,AGGU,Pacific/Guadalcanal
SB,VAO,AGGV,Pacific/Guadalcanal
SB,XYA,AGGY,Pacific/Guadalcanal
SB,KGE,AGKG,Pacific/Guadalcanal
SB,KUE,AGKU,Pacific/Guadalcanal
SB,KWS,AGKW,Pacific/Guadalcanal
PG,AGL,AYWG,Pacific/Port_Moresby
SB,NAZ,AGNA,Pacific/Guadalcanal
SB,RIN,AGRC,Pacific/Guadalcanal
SB,RBV,AGRM,Pacific/Guadalcanal
SB,TLG,AGTI,Pacific/Guadalcanal
CN,AHJ,ZUHY,Asia/Shanghai
US,AHT,PAHT,America/Adak
PG,AIE,AYAO,Pacific/Port_Moresby
PG,AIH,AYAK,Pacific/Port_Moresby
US,CEX,AK13,America/Anchorage
US,SOL,AK26,America/Nome
US,HED,AK33,America/Anchorage
US,TWE,AK49,America/Nome
US,KTH,AK56,America/Anchorage
US,NKI,AK62,America/Juneau
US,LNI,PALN,America/Anchorage
US,CDL,AK75,America/Anchorage
US,AOS,AK81,America/Anchorage
US,BSW,AK97,America/Anchorage
US,TGE,AL73,America/Chicago
MX,PPE,MMPE,America/Hermosillo
PG,AMF,AYAA,Pacific/Port_Moresby
PG,AMU,AYAM,Pacific/Port_Moresby
NR,INU,ANYN,Pacific/Nauru
AO,KNP,FNCP,Africa/Luanda
PG,APR,AYPE,Pacific/Port_Moresby
AQ,QET,AT27,Asia/Seoul
AR,NCJ,SAFS,America/Argentina/Cordoba
AR,PRQ,SARS,America/Argentina/Cordoba
PG,ATN,AYNX,Pacific/Port_Moresby
PG,ATP,AYAI,Pacific/Port_Moresby
AU,MWY,YMIR,Australia/Brisbane
AU,OKB,YORC,Australia/Brisbane
AU,TPR,YTMP,Australia/Perth
PG,AUI,AYND,Pacific/Port_Moresby
PG,AUJ,AYAT,Pacific/Port_Moresby
PG,AUP,AYAG,Pacific/Port_Moresby
PG,AUV,AYUM,Pacific/Port_Moresby
GA,AWE,FOGW,Africa/Libreville
CN,AXF,ZBAL,Asia/Shanghai
PG,KPM,AYAQ,Pacific/Port_Moresby
PG,BUA,AYBK,Pacific/Bougainville
PG,BRP,AYBR,Pacific/Port_Moresby
PG,CMU,AYCH,Pacific/Port_Moresby
PG,MDM,AYDK,Pacific/Port_Moresby
PG,KPF,AYDL,Pacific/Port_Moresby
PG,DNU,AYDN,Pacific/Port_Moresby
PG,DOI,AYDO,Pacific/Port_Moresby
PG,DAU,AYDU,Pacific/Port_Moresby
PG,EMS,AYEB,Pacific/Port_Moresby
PG,XYR,AYED,Pacific/Port_Moresby
PG,EPT,AYEL,Pacific/Port_Moresby
PG,EGA,AYEN,Pacific/Port_Moresby
PG,EMO,AYEO,Pacific/Port_Moresby
PG,ERU,AYER,Pacific/Port_Moresby
PG,MFZ,AYES,Pacific/Port_Moresby
PG,FRQ,AYFE,Pacific/Port_Moresby
PG,FAQ,AYFR,Pacific/Port_Moresby
PG,FUM,AYFU,Pacific/Port_Moresby
PG,GKA,AYGA,Pacific/Port_Moresby
PG,GUG,AYGF,Pacific/Port_Moresby
PG,GRL,AYGG,Pacific/Port_Moresby
PG,GUR,AYGN,Pacific/Port_Moresby
PG,GAP,AYGP,Pacific/Port_Moresby
PG,PNP,AYGR,Pacific/Port_Moresby
PG,GBC,AYGS,Pacific/Port_Moresby
PG,HBD,AYHB,Pacific/Port_Moresby
PG,HNI,AYHE,Pacific/Port_Moresby
PG,HNN,AYHH,Pacific/Port_Moresby
PG,HKN,AYHK,Pacific/Port_Moresby
PG,HIT,AYHO,Pacific/Port_Moresby
PG,IMN,AYII,Pacific/Port_Moresby
PG,KGM,AYIM,Pacific/Port_Moresby
PG,IMD,AYIO,Pacific/Port_Moresby
PG,KIE,AYIQ,Pacific/Bougainville
PG,IAL,AYIU,Pacific/Port_Moresby
PG,WIU,AYIX,Pacific/Port_Moresby
PG,KGH,AYJO,Pacific/Port_Moresby
PG,LSA,AYKA,Pacific/Port_Moresby
PG,KPA,AYKG,Pacific/Port_Moresby
PG,UNG,AYKI,Pacific/Port_Moresby
PG,KNE,AYKJ,Pacific/Port_Moresby
PG,KRI,AYKK,Pacific/Port_Moresby
PG,KMA,AYKM,Pacific/Port_Moresby
PG,KRX,AYKR,Pacific/Port_Moresby
PG,KUQ,AYKU,Pacific/Port_Moresby
PG,KVG,AYKV,Pacific/Port_Moresby
PG,LNV,AYKY,Pacific/Port_Moresby
PG,LAB,AYLB,Pacific/Port_Moresby
PG,LWI,AYLO,Pacific/Port_Moresby
PG,LPN,AYLP,Pacific/Port_Moresby
PG,LNG,AYLS,Pacific/Port_Moresby
PG,LSJ,AYLX,Pacific/Port_Moresby
PG,MRM,AYMA,Pacific/Port_Moresby
PG,OBM,AYMB,Pacific/Port_Moresby
PG,MAG,AYMD,Pacific/Port_Moresby
PG,HGU,AYMH,Pacific/Port_Moresby
PG,GUV,AYML,Pacific/Port_Moresby
PG,MDU,AYMN,Pacific/Port_Moresby
PG,MAS,AYMO,Pacific/Port_Moresby
PG,MXH,AYMR,Pacific/Port_Moresby
PG,MIS,AYMS,Pacific/Port_Moresby
PG,MWG,AYMW,Pacific/Port_Moresby
PG,NKN,AYNA,Pacific/Port_Moresby
PG,GBF,AYNE,Pacific/Port_Moresby
PG,MFO,AYNG,Pacific/Port_Moresby
PG,KSB,AYNM,Pacific/Port_Moresby
PG,NMN,AYNO,Pacific/Port_Moresby
PG,NBA,AYNY,Pacific/Port_Moresby
PG,LAE,AYNZ,Pacific/Port_Moresby
PG,KGB,AYOE,Pacific/Port_Moresby
PG,OKP,AYOJ,Pacific/Port_Moresby
PG,HOC,AYOK,Pacific/Port_Moresby
PG,KCJ,AYOQ,Pacific/Port_Moresby
PG,KDE,AYOW,Pacific/Port_Moresby
PG,OPB,AYOY,Pacific/Port_Moresby
PG,PGB,AYPC,Pacific/Port_Moresby
PG,PGN,AYPG,Pacific/Port_Moresby
PG,MPF,AYPO,Pacific/Port_Moresby
PG,PMN,AYPQ,Pacific/Port_Moresby
PG,POM,AYPY,Pacific/Port_Moresby
PG,SPH,AYQO,Pacific/Port_Moresby
PG,SXA,AYQS,Pacific/Port_Moresby
PG,RMN,AYRG,Pacific/Port_Moresby
PG,KMR,AYRI,Pacific/Port_Moresby
PG,MWI,AYRM,Pacific/Port_Moresby
PG,MRH,AYRV,Pacific/Port_Moresby
PG,SBE,AYSA,Pacific/Port_Moresby
PG,NIS,AYSE,Pacific/Port_Moresby
PG,SIL,AYSG,Pacific/Port_Moresby
PG,SBV,AYSH,Pacific/Bougainville
PG,SIM,AYSJ,Pacific/Port_Moresby
PG,SBC,AYSO,Pacific/Port_Moresby
PG,SPV,AYSQ,Pacific/Port_Moresby
PG,SXW,AYSV,Pacific/Port_Moresby
PG,MBV,AYSX,Pacific/Port_Moresby
PG,TIZ,AYTA,Pacific/Port_Moresby
PG,TBG,AYTB,Pacific/Port_Moresby
PG,TPI,AYTI,Pacific/Port_Moresby
PG,RAB,AYTK,Pacific/Port_Moresby
PG,TKW,AYTN,Pacific/Port_Moresby
PG,TEP,AYTP,Pacific/Port_Moresby
PG,TSW,AYTS,Pacific/Port_Moresby
PG,TRJ,AYTT,Pacific/Port_Moresby
PG,TWY,AYTW,Pacific/Port_Moresby
PG,TKB,AYTZ,Pacific/Port_Moresby
PG,AYU,AYAY,Pacific/Port_Moresby
PG,UMC,AYUC,Pacific/Port_Moresby
PG,URU,AYUE,Pacific/Port_Moresby
PG,UPR,AYUR,Pacific/Port_Moresby
PG,UVO,AYUZ,Pacific/Port_Moresby
PG,TLW,AYVL,Pacific/Port_Moresby
PG,TCJ,AYVM,Pacific/Port_Moresby
PG,VAI,AYVN,Pacific/Port_Moresby
PG,TON,AYVO,Pacific/Bougainville
PG,WAO,AYWB,Pacific/Port_Moresby
PG,WBM,AYWD,Pacific/Port_Moresby
PG,WAJ,AYWF,Pacific/Port_Moresby
PG,WWK,AYWK,Pacific/Port_Moresby
PG,WOA,AYWO,Pacific/Port_Moresby
PG,WKN,AYWQ,Pacific/Port_Moresby
PG,WSU,AYWS,Pacific/Port_Moresby
PG,WTP,AYWT,Pacific/Port_Moresby
PG,WUG,AYWU,Pacific/Port_Moresby
PG,YVD,AYXE,Pacific/Port_Moresby
PG,SMJ,AYXI,Pacific/Port_Moresby
PG,WEP,AYXW,Pacific/Port_Moresby
PG,KYX,AYYE,Pacific/Port_Moresby
PG,KSX,AYYR,Pacific/Port_Moresby
PG,WUM,AYZM,Pacific/Port_Moresby
AZ,ZXT,UBTT,Asia/Baku
US,HAE,AZ15,America/Phoenix
US,BKG,KBBG,America/Chicago
PG,BCP,AYBC,Pacific/Port_Moresby
US,ILL,KBDH,America/Chicago
PG,BDZ,AYBG,Pacific/Port_Moresby
BG,JAM,LBIA,Europe/Sofia
GL,JEG,BGAA,America/Godthab
GL,AOQ,BGAG,America/Godthab
GL,AGM,BGAM,America/Godthab
GL,LLU,BGAP,America/Godthab
GL,QGQ,BGAT,America/Godthab
GL,UAK,BGBW,America/Godthab
GL,JCH,BGCH,America/Godthab
GL,CNP,BGCO,America/Scoresbysund
GL,DUN,BGDU,America/Thule
GL,QFG,BGET,America/Godthab
GL,GOH,BGGH,America/Godthab
GL,JGO,BGGN,America/Godthab
GL,QFI,BGIG,America/Godthab
GL,QRY,BGIK,America/Godthab
GL,XIQ,BGIL,America/Godthab
GL,IUI,BGIN,America/Godthab
GL,IOQ,BGIS,America/Godthab
GL,QJI,BGIT,America/Godthab
GL,JJU,BGJH,America/Godthab
GL,JAV,BGJN,America/Godthab
GL,QPW,BGKA,America/Godthab
GL,KUS,BGKK,America/Godthab
GL,KUZ,BGKM,Asia/Seoul
GL,KHQ,BGKQ,America/Godthab
GL,KGQ,BGKS,America/Godthab
GL,QJE,BGKT,America/Godthab
GL,JSU,BGMQ,America/Godthab
GL,JNN,BGNN,America/Godthab
GL,JNS,BGNS,America/Godthab
GL,NIQ,BGNT,America/Godthab
GL,NSQ,BGNU,America/Godthab
GL,JFR,BGPT,America/Godthab
GL,QQT,BGQE,Europe/London
GL,NAQ,BGQQ,America/Thule
GL,OBY,BGSC,America/Scoresbysund
GL,SFJ,BGSF,America/Godthab
GL,SRK,BGSI,Africa/Freetown
GL,QOQ,BGSO,America/Godthab
GL,JHS,BGSS,America/Godthab
GL,SVR,BGSV,Asia/Phnom_Penh
GL,TQA,BGTA,America/Godthab
GL,THU,BGTL,America/Thule
GL,TQI,BGTN,America/Godthab
GL,JUV,BGUK,America/Godthab
GL,UMD,BGUM,America/Godthab
GL,JQA,BGUQ,America/Godthab
GL,JUK,BGUT,America/Godthab
IS,AEY,BIAR,Atlantic/Reykjavik
IS,BIU,BIBD,Atlantic/Reykjavik
IS,BGJ,BIBF,Atlantic/Reykjavik
IS,BJD,BIBK,Atlantic/Reykjavik
IS,BLO,BIBL,Atlantic/Reykjavik
IS,BQD,BIBR,Europe/Rome
IS,BXV,BIBV,Atlantic/Reykjavik
IS,DJU,BIDV,Atlantic/Reykjavik
IS,EGS,BIEG,Atlantic/Reykjavik
IS,FAS,BIFF,Atlantic/Reykjavik
IS,FAG,BIFM,Atlantic/Reykjavik
IS,GUU,BIGF,Atlantic/Reykjavik
IS,GJR,BIGJ,Atlantic/Reykjavik
IS,GRY,BIGR,Atlantic/Reykjavik
IS,HVK,BIHK,Atlantic/Reykjavik
IS,HFN,BIHN,Atlantic/Reykjavik
IS,FLI,BIHT,Atlantic/Reykjavik
IS,HZK,BIHU,Atlantic/Reykjavik
IS,HVM,BIHV,Atlantic/Reykjavik
IS,HLO,BIID,Atlantic/Reykjavik
IS,IFJ,BIIS,Atlantic/Reykjavik
IS,KEF,BIKF,Atlantic/Reykjavik
IS,OPA,BIKP,Atlantic/Reykjavik
IS,SAK,BIKR,Atlantic/Reykjavik
IS,NOR,BINF,Atlantic/Reykjavik
IS,OFJ,BIOF,Atlantic/Reykjavik
IS,PFJ,BIPA,Atlantic/Reykjavik
IS,RHA,BIRE,Atlantic/Reykjavik
IS,OLI,BIRF,Atlantic/Reykjavik
IS,RFN,BIRG,Atlantic/Reykjavik
IS,RKV,BIRK,Atlantic/Reykjavik
IS,MVA,BIRL,Atlantic/Reykjavik
IS,SIJ,BISI,Atlantic/Reykjavik
IS,SYK,BIST,Atlantic/Reykjavik
IS,TEY,BITE,Atlantic/Reykjavik
IS,THO,BITN,Atlantic/Reykjavik
IS,VEY,BIVM,Atlantic/Reykjavik
IS,VPN,BIVO,Atlantic/Reykjavik
XK,PRN,BKPR,Europe/Belgrade
PG,BMH,AYBO,Pacific/Port_Moresby
KE,BMQ,HKBM,Africa/Nairobi
PG,BMZ,AYBF,Pacific/Port_Moresby
PG,BNM,AYBD,Pacific/Port_Moresby
PG,BNT,AYDI,Pacific/Port_Moresby
BO,RBQ,SLRQ,America/La_Paz
BO,BVL,SLBA,America/La_Paz
US,BOF,KBOF,America/New_York
US,BOK,KBOK,America/Los_Angeles
PG,BOT,AYET,Pacific/Port_Moresby
SB,BPF,AGBT,Pacific/Guadalcanal
US,BQV,BQV,America/Juneau
BR,VDC,SBVC,America/Bahia
BR,ALT,SDWQ,America/Santarem
PG,BSP,AYBH,Pacific/Port_Moresby
PG,BUL,AYBU,Pacific/Port_Moresby
CV,BVR,GVBR,Atlantic/Cape_Verde
BW,HUK,FBHK,Africa/Gaborone
PG,BWP,AYBI,Pacific/Port_Moresby
PG,BXZ,AYNS,Pacific/Port_Moresby
US,BYA,BYA,America/Anchorage
BZ,BGK,MZBG,America/Belize
BZ,CUK,MZCK,America/Belize
BZ,CYC,MZCP,America/Belize
BZ,INB,MZSV,America/Belize
BZ,SPR,MZSP,America/Belize
BZ,SQS,MZCF,America/Belize
BZ,SVK,MZKT,America/Belize
BZ,TZA,MZBE,America/Belize
CA,YUJ,CYUJ,America/Cambridge_Bay
CA,YWO,CYWO,America/Cambridge_Bay
CA,YTJ,CYTJ,America/Toronto
CA,YBW,CAB3,America/Vancouver
CA,YTP,CAB4,America/Vancouver
CA,ZAA,CAC3,America/Vancouver
CA,ZNA,CAC8,America/Vancouver
CA,YZZ,CAD4,America/Vancouver
CA,YMB,CAD5,America/Vancouver
CA,YHH,CAE3,America/Vancouver
CA,YWS,CAE5,America/Vancouver
CA,YBF,CAE9,America/Vancouver
CA,YIG,CAF6,America/Vancouver
CA,CJH,CAG3,America/Vancouver
CA,YPT,CAG8,America/Vancouver
CA,ZOF,CAH2,America/Vancouver
CA,YCA,CAH3,America/Vancouver
CA,CFQ,CAJ3,America/Creston
CA,YAA,CAJ4,America/Vancouver
CA,DGF,CAL3,America/Vancouver
CA,JHL,CAL4,America/Edmonton
CA,ZTS,CAL9,America/Vancouver
CA,DUQ,CAM3,America/Vancouver
CA,YPI,CAN8,America/Vancouver
CA,YHS,CAP3,America/Vancouver
CA,YKK,CAP7,America/Vancouver
CA,WPL,CAQ8,America/Vancouver
CA,XQU,CAT4,America/Vancouver
CA,YMP,CAT5,America/Vancouver
CA,YRN,CAU8,America/Vancouver
CA,YTG,CAV5,America/Vancouver
CA,YMU,CAV7,America/Vancouver
CA,YAV,CAW7,America/Vancouver
CA,YSX,CAW8,America/Vancouver
CA,YGG,CAX6,America/Vancouver
CA,YTB,CAY4,America/Vancouver
CA,YZA,CAZ5,America/Vancouver
CA,ZEL,CBBC,America/Vancouver
CA,YTX,CBM5,America/Vancouver
CA,YPB,CBS8,America/Vancouver
CA,YBO,CBW4,America/Vancouver
CA,TNS,CBX5,America/Yellowknife
CA,TUX,CBX7,America/Dawson_Creek
CA,YWM,CCA6,America/St_Johns
CA,YSO,CCD4,America/Goose_Bay
CA,YBI,CCE4,America/St_Johns
CA,YFX,CCK4,America/St_Johns
CA,YHA,CCP4,America/St_Johns
CA,YRG,CCZ2,America/Goose_Bay
CA,DVK,CDK2,America/Yellowknife
CA,ZFW,CEB5,America/Edmonton
CA,YJP,CEC4,America/Edmonton
CA,YLE,CEM3,America/Yellowknife
CA,YGC,CEQ5,America/Vancouver
CA,YDC,CER3,America/Edmonton
CA,NML,CER4,America/Edmonton
CA,CFM,CET2,America/Edmonton
CA,ZSP,CEW3,America/Montreal
CA,GSL,CFA7,America/Yellowknife
CA,XMP,CFC4,America/Whitehorse
CA,DAS,CFF4,America/Yellowknife
CA,YFI,CYFI,America/Edmonton
CA,YFJ,CYWE,America/Yellowknife
CA,YOE,CFM4,America/Edmonton
CA,TIL,CFQ4,America/Edmonton
US,CGA,CGA,America/Juneau
PG,CGC,AYCG,Pacific/Port_Moresby
CA,GHK,CGK2,America/Yellowknife
US,CHP,CHP,America/Anchorage
CA,LRQ,CJC8,America/Winnipeg
CA,YDJ,CJL2,America/Regina
CA,YDU,CJL8,America/Yellowknife
CA,YFL,CJN8,America/Yellowknife
CA,XCL,CJS3,America/Regina
CA,YKE,CJT3,America/Winnipeg
CA,SUR,CJV7,America/Toronto
US,CKD,CJX,America/Anchorage
CA,YTT,CJY3,America/Regina
CA,YAX,CKB6,America/Winnipeg
CA,WNN,CKL3,America/Winnipeg
CA,YBS,CKM8,America/Winnipeg
CA,YNO,CKQ3,America/Winnipeg
US,CKU,CKU,America/Anchorage
CA,YDW,CKV4,America/Yellowknife
US,CKX,CKX,America/Anchorage
CN,TVS,ZBTS,Asia/Shanghai
CN,YUA,ZPYM,Asia/Shanghai
CN,ZQZ,ZBZJ,Asia/Shanghai
CN,BSD,ZPBS,Asia/Shanghai
CN,DZU,ZUDZ,Asia/Shanghai
CN,LNJ,ZPLC,Asia/Shanghai
CN,RKZ,ZURK,Asia/Shanghai
CN,PZI,ZUZH,Asia/Shanghai
CN,FUO,ZGFS,Asia/Shanghai
CN,BZX,ZUBZ,Asia/Shanghai
CN,XAI,ZHXY,Asia/Shanghai
CN,HUZ,ZGHZ,Asia/Shanghai
CN,JGS,ZSJA,Asia/Shanghai
CN,AEB,ZGBS,Asia/Shanghai
CN,DOY,ZSDY,Asia/Shanghai
CN,XEN,ZYXC,Asia/Shanghai
CN,AAT,ZWAT,Asia/Urumqi
CN,THQ,ZLTS,Asia/Shanghai
CN,YZY,ZLZY,Asia/Shanghai
CN,DDG,ZYDD,Asia/Shanghai
CN,NTG,ZSNT,Asia/Shanghai
CA,XBE,CNE3,America/Winnipeg
CA,YNP,CNH2,America/Goose_Bay
CA,YWR,CNJ8,America/Toronto
CA,YPD,CNK4,America/Toronto
CA,XBR,CNL3,America/Toronto
CA,KIF,CNM5,America/Winnipeg
CA,YOG,CYKP,America/Toronto
CO,ARQ,SKAT,America/Bogota
CO,TCD,SKRA,America/Bogota
CA,YEB,CPF2,America/Toronto
CA,YSI,CPS9,America/Toronto
CA,YHP,CYHP,America/Winnipeg
CA,KEW,CPV8,America/Winnipeg
CA,YSA,CSB2,America/Halifax
CA,YLS,CSH4,America/Toronto
CA,YNX,CSK6,America/Yellowknife
CA,SSQ,CSR8,America/Toronto
CA,YKU,CSU2,America/Toronto
US,EHT,CT88,America/New_York
CA,ZTB,CTB6,America/Blanc-Sablon
CA,ZKG,CTK6,America/Blanc-Sablon
CA,YWQ,CTM3,America/Toronto
CA,YAU,CTP9,America/Toronto
CA,TR7,CTR7,America/Toronto
CA,ZGS,CTT5,America/Blanc-Sablon
CA,YFG,CTU2,America/Toronto
CA,YGA,CTU4,America/Montreal
CA,ZLT,CTU5,America/Blanc-Sablon
US,HLI,KCVH,America/Los_Angeles
US,CXC,CXC,America/Anchorage
CY,GEC,LCGK,Asia/Famagusta
CY,NIC,LCNC,Asia/Nicosia
CA,YAB,CYAB,America/Rankin_Inlet
CA,YAC,CYAC,America/Winnipeg
CA,YAR,CYAD,America/Toronto
CA,YAG,CYAG,America/Winnipeg
CA,YAH,CYAH,America/Toronto
CA,YAL,CYAL,America/Vancouver
CA,YAM,CYAM,America/Toronto
CA,XKS,CYAQ,America/Winnipeg
CA,YKG,CYAS,America/Toronto
CA,YAT,CYAT,America/Toronto
CA,YAY,CYAY,America/St_Johns
CA,YAZ,CYAZ,America/Vancouver
CA,YBA,CYBA,America/Edmonton
CA,YBB,CYBB,America/Cambridge_Bay
CA,YBC,CYBC,America/Toronto
CA,QBC,CYBD,America/Vancouver
CA,YBE,CYBE,America/Regina
CA,YBY,CYBF,America/Edmonton
CA,YBG,CYBG,America/Toronto
CA,YBK,CYBK,America/Rankin_Inlet
CA,YBL,CYBL,America/Vancouver
CA,XTL,CYBQ,America/Winnipeg
CA,YBR,CYBR,America/Winnipeg
CA,YBT,CYBT,America/Winnipeg
CA,YBV,CYBV,America/Winnipeg
CA,YBX,CYBX,America/Blanc-Sablon
CA,YRF,CYCA,America/Goose_Bay
CA,YCB,CYCB,America/Cambridge_Bay
CA,YCC,CYCC,America/Toronto
CA,YCD,CYCD,America/Vancouver
CA,YCE,CYCE,America/Toronto
CA,YCG,CYCG,America/Vancouver
CA,YCH,CYCH,America/Moncton
CA,XCM,CYCK,America/Toronto
CA,YCL,CYCL,America/Moncton
CA,YCN,CYCN,America/Toronto
CA,YCO,CYCO,America/Cambridge_Bay
CA,YCQ,CYCQ,America/Dawson_Creek
CA,YCR,CYCR,America/Winnipeg
CA,YCS,CYCS,America/Rankin_Inlet
CA,YCT,CYCT,America/Edmonton
CA,YCV,CYCV,America/Montreal
CA,YCW,CYCW,America/Vancouver
CA,YCY,CYCY,America/Iqaluit
CA,YCZ,CYCZ,America/Edmonton
CA,YDA,CYDA,America/Whitehorse
CA,YDB,CYDB,America/Whitehorse
CA,YDF,CYDF,America/St_Johns
CA,YDL,CYDL,America/Vancouver
CA,XRR,CYDM,America/Whitehorse
CA,YDN,CYDN,America/Winnipeg
CA,YDO,CYDO,America/Toronto
CA,YDP,CYDP,America/Goose_Bay
CA,YDQ,CYDQ,America/Dawson_Creek
CA,YEG,CYEG,America/Edmonton
CA,YEK,CYEK,America/Rankin_Inlet
CA,YEL,CYEL,America/Toronto
CA,YEM,CYEM,America/Toronto
CA,YEN,CYEN,America/Regina
CA,YER,CYER,America/Toronto
CA,YET,CYET,America/Edmonton
CA,YEU,CYEU,America/Rankin_Inlet
CA,YEV,CYEV,America/Inuvik
CA,YEY,CYEY,America/Toronto
CA,YFA,CYFA,America/Toronto
CA,YFB,CYFB,America/Iqaluit
CA,YFC,CYFC,America/Moncton
CA,YFE,CYFE,America/Toronto
CA,YFH,CYFH,America/Toronto
CA,YTM,CYFJ,America/Toronto
CA,YFO,CYFO,America/Winnipeg
CA,YFR,CYFR,America/Yellowknife
CA,YFS,CYFS,America/Yellowknife
CA,YMN,CYFT,America/Goose_Bay
CA,YGB,CYGB,America/Vancouver
CA,YGH,CYGH,America/Yellowknife
CA,YGK,CYGK,America/Toronto
CA,YGL,CYGL,America/Toronto
CA,YGM,CYGM,America/Winnipeg
CA,YGO,CYGO,America/Winnipeg
CA,YGP,CYGP,America/Toronto
CA,YGQ,CYGQ,America/Toronto
CA,YGR,CYGR,America/Halifax
CA,YGT,CYGT,America/Iqaluit
CA,YGV,CYGV,America/Toronto
CA,YGW,CYGW,America/Toronto
CA,YGX,CYGX,America/Winnipeg
CA,YGZ,CYGZ,America/Iqaluit
CA,YQC,CYHA,America/Toronto
CA,YHB,CYHB,America/Regina
CA,CXH,CYHC,America/Vancouver
CA,YHD,CYHD,America/Winnipeg
CA,YHE,CYHE,America/Vancouver
CA,YHF,CYHF,America/Toronto
CA,YNS,CYHH,America/Toronto
CA,YHI,CYHI,America/Yellowknife
CA,YHK,CYHK,America/Cambridge_Bay
CA,YHM,CYHM,America/Toronto
CA,YHN,CYHN,America/Toronto
CA,YHO,CYHO,America/Goose_Bay
CA,YHR,CYHR,America/Blanc-Sablon
CA,YHT,CYHT,America/Whitehorse
CA,YHU,CYHU,America/Toronto
CA,YHY,CYHY,America/Yellowknife
CA,YHZ,CYHZ,America/Halifax
CA,YIB,CYIB,America/Atikokan
CA,YDG,CYID,America/Halifax
CA,YIF,CYIF,America/Blanc-Sablon
CA,YIK,CYIK,America/Toronto
CA,YIO,CYIO,America/Iqaluit
CA,YIV,CYIV,America/Winnipeg
CA,YJA,CYJA,America/Edmonton
CA,YJF,CYJF,America/Yellowknife
CA,YJN,CYJN,America/Toronto
CA,YJT,CYJT,America/St_Johns
CA,YKA,CYKA,America/Vancouver
CA,YKC,CYKC,America/Regina
CA,LAK,CYKD,America/Yellowknife
CA,YKF,CYKF,America/Toronto
CA,YWB,CYKG,America/Toronto
CA,YKJ,CYKJ,America/Regina
CA,YKL,CYKL,America/Toronto
